FaceStream2, version: 1.6.0
Unknown argument: "2"
I0621 18:47:13.380610 29872 Tracker.cpp:590] minScoreOfSending      : 0.5187
I0621 18:47:13.380750 29872 Tracker.cpp:591] sendMode               : 0
I0621 18:47:13.380756 29872 Tracker.cpp:592] detectorStep           : 0
I0621 18:47:13.380759 29872 Tracker.cpp:593] minDetection           : 80
I0621 18:47:13.380762 29872 Tracker.cpp:594] detectorThreshs        : 0.5140.150.862
I0621 18:47:13.380767 29872 Tracker.cpp:595] scaleFactor            : 0.58
I0621 18:47:13.380772 29872 Tracker.cpp:597] numberOfFramesToIgnore : 36
I0621 18:47:13.380775 29872 Tracker.cpp:599] timePeriod             : 10
I0621 18:47:13.380777 29872 Tracker.cpp:600] timePeriod is repeat   : 0
I0621 18:47:13.380782 29872 Tracker.cpp:601] sendWarpingImage       : 1
I0621 18:47:13.380784 29872 Tracker.cpp:603] drawFacePoints         : 0
I0621 18:47:13.380787 29872 Tracker.cpp:604] showTrackerDet         : 0
I0621 18:47:13.380790 29872 Tracker.cpp:605] useFrg                 : 1
I0621 18:47:13.380792 29872 Tracker.cpp:607] dataPath               : ./data/
I0621 18:47:13.380795 29872 Tracker.cpp:608] log severity level     : 0
I0621 18:47:13.380798 29872 Tracker.cpp:609] log mode               : 2
I0621 18:47:13.380800 29872 Tracker.cpp:611] head-pose-estimator    : LNET
[21.06.2018 18:47:13] [Info]  [createFaceEngine] Creating FaceEngine Full
[0m[18:47:13.038][32m[flower][39m Initializing TBB task scheduler with 4 workers[0m
[0m[18:47:13.040][32m[flower][39m Num CUDA-capable devices: 1[0m
I0621 18:47:40.563150 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.602133 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.636209 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.682349 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.709344 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.745512 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.772349 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.808389 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.835036 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.871203 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.907363 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.973628 29923 Tracker.cpp:384] Full detection.
I0621 18:47:40.979533 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.005527 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.031522 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.077775 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.105290 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.141296 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.177374 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.205657 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.241843 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.277989 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.303954 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.337894 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.364805 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.411054 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.437993 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.474197 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.510380 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.538833 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.578042 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.604851 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.641525 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.679839 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.708395 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.745517 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.782079 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.809397 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.845937 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.875169 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.911619 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.949216 29923 Tracker.cpp:384] Full detection.
I0621 18:47:41.978262 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.008602 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.038852 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.076323 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.105921 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.143396 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.171150 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.208493 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.235711 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.273272 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.299458 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.345840 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.376857 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.417227 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.446331 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.486795 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.508255 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.556118 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.570933 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.605274 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.640810 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.677383 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.708609 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.746487 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.774595 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.813187 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.841729 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.889963 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.918855 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.958261 29923 Tracker.cpp:384] Full detection.
I0621 18:47:42.982236 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.023134 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.031674 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.069484 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.107652 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.146292 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.176462 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.214319 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.272912 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.279796 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.308360 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.344374 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.371201 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.410187 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.437090 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.473153 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.509272 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.545382 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.572286 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.609412 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.635421 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.671478 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.707485 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.743520 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.781265 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.818334 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.845481 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.884711 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.910835 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.946866 29923 Tracker.cpp:384] Full detection.
I0621 18:47:43.973891 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.010876 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.038370 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.075984 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.107229 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.144541 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.170759 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.207511 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.233908 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.271420 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.318060 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.337275 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.383762 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.411242 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.440729 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.466205 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.501628 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.548315 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.576195 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.613468 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.651764 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.671600 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.718060 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.749464 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.777508 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.808928 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.846279 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.883821 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.914491 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.953004 29923 Tracker.cpp:384] Full detection.
I0621 18:47:44.973743 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.011179 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.042609 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.083122 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.113040 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.142751 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.170261 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.205760 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.241891 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.280576 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.307355 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.343528 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.369577 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.407313 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.443384 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.480185 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.506405 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.543298 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.600261 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.618247 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.644035 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.680398 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.709362 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.750772 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.786605 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.833531 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.838217 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.872803 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.909435 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.946162 29923 Tracker.cpp:384] Full detection.
I0621 18:47:45.973700 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.020469 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.048815 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.085605 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.113142 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.149752 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.179616 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.211522 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.239068 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.285297 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.311560 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.347740 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.373904 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.410040 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.435474 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.471196 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.504709 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.548804 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.574689 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.609558 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.644505 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.679512 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.705416 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.760637 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.776410 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.821235 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.837100 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.881999 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.919785 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.945693 29923 Tracker.cpp:384] Full detection.
I0621 18:47:46.980520 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.005414 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.050354 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.085299 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.110199 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.155169 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.180079 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.214335 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.238580 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.273500 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.318518 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.353514 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.378530 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.423475 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.448397 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.483286 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.508152 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.554169 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.580832 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.619297 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.644877 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.681397 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.707940 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.744109 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.771208 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.807801 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.843993 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.880161 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.937160 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.942556 29923 Tracker.cpp:384] Full detection.
I0621 18:47:47.978893 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.014461 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.040410 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.077062 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.114619 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.152035 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.179499 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.216934 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.245110 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.282830 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.313141 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.349658 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.380101 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.417440 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.444654 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.481307 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.508879 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.545502 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.582154 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.619751 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.645617 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.691421 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.720752 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.757827 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.774332 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.820469 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.847144 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.883291 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.920148 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.956954 29923 Tracker.cpp:384] Full detection.
I0621 18:47:48.985465 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.037559 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.042919 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.078050 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.112277 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.148838 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.177054 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.215435 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.252147 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.289039 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.309455 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.356307 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.384784 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.423190 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.443773 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.489413 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.517472 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.554510 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.581465 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.617740 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.643957 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.689978 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.719987 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.757957 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.783251 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.817294 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.842494 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.888880 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.916224 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.953778 29923 Tracker.cpp:384] Full detection.
I0621 18:47:49.982188 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.018687 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.045614 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.081269 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.116924 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.156067 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.185217 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.221788 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.268519 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.285953 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.312206 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.349637 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.377697 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.418579 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.446885 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.484398 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.517983 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.544003 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.581162 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.617233 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.645519 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.682531 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.718613 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.755513 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.782045 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.818186 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.844209 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.881247 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.907202 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.953505 29923 Tracker.cpp:384] Full detection.
I0621 18:47:50.980471 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.016618 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.052716 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.088383 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.118662 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.154284 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.179908 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.225630 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.252373 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.287950 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.313577 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.359350 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.384896 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.420498 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.446151 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.481849 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.506417 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.551815 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.587388 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.613281 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.648901 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.684478 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.720149 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.755743 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.781337 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.819768 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.846343 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.881976 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.917601 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.953217 29923 Tracker.cpp:384] Full detection.
I0621 18:47:51.978751 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.014346 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.039827 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.085517 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.121105 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.176895 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.183207 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.207671 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.252635 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.288239 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.315002 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.350519 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.376009 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.421728 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.447376 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.483557 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.512007 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.547623 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.592682 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.618605 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.653483 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.659219 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.715359 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.760438 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.785342 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.821347 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.845522 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.879823 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.895629 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.921499 29923 Tracker.cpp:384] Full detection.
I0621 18:47:52.986665 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.001519 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.016321 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.051815 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.076750 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.121779 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.146508 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.187053 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.212519 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.247617 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.293365 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.319864 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.356047 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.380105 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.413871 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.448891 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.484534 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.520159 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.545689 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.581336 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.616940 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.652549 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.688304 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.713798 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.749464 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.795135 29923 Tracker.cpp:384] Full detection.
I0621 18:47:53.820711 29923 Tracker.cpp:384] Full detection.
